isbn13,title,sell px,offers,90d,stock,asr
9780565093556,Nettle cookbook,6.75,20,5,326,458094
9781910562963,Never too old,5.19,5,0,1925,1665309
9781781316399,New Views,7,14,4,196,491465
9781472913791,Nick Baker's bug book,6.2,22,4,68,541388
9781406326109,Noah's ark and other bible stories,3.49,22,2,168,429435
9780785834786,Noble horse,11.49,20,22,1057,77874
9781910254578,Nostalgic delights,14.8,19,21,1058,140253
9781847172358,Nursery Rhymes,8.79,3,2,1018,1058230
9781843405221,Nursery stitch 20 projects,3.54,7,0,42,6526596
9781910562956,Older and a whole lot wiser,5.36,4,0,2149,2000000
9781406305630,Oliver twist and other dickens stories,4.88,7,0,1093,2000000
9780711245358,On the farm touch and feel,6.82,20,0,1179,1365417
9781509878925,One Ted falls out of Bed,6,1,0,10,2000000
9781783422197,One and only casseroles and stews,7.9,2,4,74,483898
9781789580235,One and two touch and feel,5.39,20,2,1262,677771
9780753732991,One pot student cookbook,5.84,3,0,2,65596
9781788387521,Owl Memo block,12.79,1,1,1,2356545
9781843406747,Parlour games,5.79,3,3,107,1064236
9781781853351,Peace and war Britain 1914,4.76,11,1,1160,2503871
9781781852538,Peace and war in Britain 1914,6.19,14,2,155,906409
9781847463975,Peak district,3.95,3,1,7,4118023
9781846973833,Peaks and Troughs,5,21,4,1229,530658
9781906502652,Pedro life and death fighter pilot,9.3,5,3,77,1416933
9781474865784,Peek a boo I can say please ( 1 copy only),2.99,14,0,1,1886698
9781474871464,Peek a boo hello Christmas,4,1,0,2,1856871
9781786929266,Peek-through Old Macdonald had a farm,4.98,4,0,51,1512271
9781786923851,Peek-through wheels on the bus,4.23,2,1,4,760210
9781787720930,Peekaboo Unicorn,6.79,10,0,82,1994039
9781787720091,Peekaboo play pets,6.79,1,0,57,2000000
9781849073134,Phillip's Stargazing with Mark Thompson,3.23,14,2,127,858749
9781488940910,Phonics pull the tab,6.77,5,0,102,3214845
9781783705443,Pictura Wild Wonders,4.98,10,2,147,1900810
9781787131873,Pies and Tarts for all seasons,8.95,7,12,236,227647
9781907708695,Place in history,7.95,3,2,6,800934
9781783120413,Pocket activity horse and pony,2.12,11,0,264,6932968
9781785575334,Pocket chef Juicing,5.79,4,0,77,2000000
9781472966117,Pocket guide birds,5.62,18,0,157,4983871
9781786172990,Poems for children,7,4,0,402,1231294
9781445444338,Polar Regions,2.81,3,0,4,11407633
9781488934797,Pom Pom forest friends,7.99,1,2,1132,1265786
9781742819860,Pom pom pets,6.25,14,4,1135,412911
9781784932893,Pop out stencil art safari animals,7.84,3,2,473,718785
9781910500163,Poppyganda,5.71,6,0,211,1310436
9781910258767,Posh dogs,6.48,14,3,1175,610337
9781849310925,Power of spices,6.75,3,4,146,1476740
9781780193250,Practical guide fish and shellfish,7.52,7,0,1042,6853603
9780750967754,Pretty Nostalgic,5.45,16,2,1154,1582329
9781780550442,Pretty flowers colouring book,4.87,2,2,52,731925
9781784407001,Primary explorers Space,4.06,4,0,886,8503796
9781786174055,Princess play pack,6.13,6,0,432,12983082
9781786175298,Project Bugs,7.49,15,2,1222,1467233
9781509842735,Pussy cat what can you see,5.42,15,5,1230,133714
9781409539544,Queen Elizabeth II,4.91,1,4,41,950506
9781849903257,Question of sport quiz book,5.89,9,21,1191,194318
9781906670481,RAF 100 Cookbook,14.82,7,15,146,130357
9781784725891,RHS 50 plants that you can't kill,8.74,24,26,267,56526
9780750961363,RMS Titanic the wider story,12.99,2,3,7,930788
9781472921833,RSPB spotlight Eagles,8.75,18,3,1154,420391
9781911604457,Reaching for the sky,4.99,15,15,141,412288
9781626867277,Read build play farm,72,2,0,2,2000000
9781910232293,Real British citizenship test,9.13,3,2,4,882300
9781910684665,Record breaking bugs Flying insects,6,2,0,2,7032254
9781910684658,Record breaking bugs Super Spiders,7.12,2,0,1000,2000000
9781471161018,Red Queen (philippa gregory),5.78,3,0,60,2664022
9781789580242,Red and blue touch and feel,5.99,18,2,1295,1734168
9780750944465,Red arrows story,6.19,6,8,30,388971
9781925546163,Reed mini guide Birds,4.75,15,1,1080,2247468
9781925546248,Reed mini guide animals,5.26,11,0,1154,2000000
9781925546194,Reed mini guide butterflies,4.99,10,0,1153,1729731
9781741175165,Retro Jumpers,4.25,6,0,32,5596131
9781445610139,Rich men poor men ryersons on the Titanic,6.59,3,0,1078,4110977
9781780226415,Richard III brother protector king,5.99,18,7,1150,266009
9780241322215,Roald Dahl's James's giant bug book,6.54,14,21,1564,332632
9781787130128,Roasting tray magic,6.8,24,21,1201,182282
9781782494126,Romantic English Homes,12.95,22,4,1068,532911
9781781979235,Royal air force,7.44,5,1,11,1303393
9781845842130,Russian motor vehicles,9.99,5,0,1006,1951659
9781784680145,Safari babies,6.39,2,0,12,2000000
9781844862771,Scootermania,14.59,3,1,12,1070410
9781631593901,Scratch and create I love hand lettering,4.29,6,2,122,1352099
9781631593956,Scratch and create amazing endangered animals,5.49,14,0,1180,2434561
9781631593918,Scratch and draw Botanicals,4.68,16,0,280,3096326
9781787720275,Scratch art Dinosaurs,7.99,7,5,59,1255214
9781787720282,Scratch art Fairies,4.99,4,0,1,2866238
9781787722941,Scratch art Unicorn,9.69,1,3,1,1331221
9781910184028,Scribblers activity doll's house sticker,5.51,2,2,1,1525420
9781409564461,Second big maze book,9.19,1,2,2,543491
9780233005249,Second world war in 100 objects,12.78,3,4,10,345980
9781849535502,Second world war miscellany,9.49,3,2,5,1022035
9781782495598,Secret Language of Herbs,4.99,17,2,1151,468318
9781785904813,Secret agent's bedside reader,5.35,21,4,1331,1048821
9780857833150,Seriously good gluten free cooking (2 copies only),8.32,19,19,1156,139484
9781440565205,Sew Quick sew cute,11.67,2,0,4,3466800
9781472127297,Shabby,4,22,2,273,847199
9780760365823,She sheds,7.47,20,4,1155,767897
9780330487689,Shout! The True Story of The Beatles,4.79,11,5,130,67926
9780062385833,Shuffle and Deal,14.6,3,0,1003,1716735
9781405286404,Sir Boris the Brave,6.47,7,1,123,1190355
9781408846995,Sir Dancelot,5.89,11,2,1097,489744
9781408856062,Sir Scaly Pants and dragon thief,6.13,13,4,1249,123176
9781472128768,Skymeadow,6.89,17,6,1081,59458
9781910646229,"Sleep, How nature gets it's rest",5.1,15,0,263,2125791
9781782495505,Small summer gardens,7.99,21,13,1096,151342
9781597643184,Snakes and reptiles portrait,5.49,2,0,7,6590052
9780711242128,So that went well,4.99,24,35,700,22483
9781844062652,Sophia Loren,22.75,1,0,1,2000000
9781788104241,Space sticker play scenes,6.97,10,0,79,6883239
9781781310427,Spade as mighty as the sword,4.31,5,3,246,318330
9781845136178,Spade mightier than the sword,5.58,5,3,102,1377874
9781597643337,Spiders portrait,4.89,5,0,19,7029303
9780750944021,Spitfire story,6.61,14,21,270,49094
9781849497428,Spotless home,3.28,23,2,1,928168
9780746073636,Spotters guide ponds and lakes,5.3,4,3,32,241463
9781407143132,Spring time sticker activity,3.35,5,0,83,3336951
9781783611225,Steampunk,6.19,5,8,1119,478282
9781409557326,Sticker Dressing World wars,7.9,2,2,22,1147917
9781783120703,Sticker Histories First world war,5.83,2,0,23,1112319
9781633222991,Stitching with Jane Foster,7.99,6,23,25,77164
9781444010855,Story of World War One,5.62,19,24,320,104261
9781788885034,Story of life ( 1 copy only ),10.4,12,0,220,3471146
9781409376446,Street through time,7.79,11,20,164,269567
9781849545181,Suffragette derby,9.27,4,2,326,940526
9781592337231,Superfood weeknight meals,6.45,2,0,11,2792896
9781844487523,Sweet and easy decorations,7.09,6,4,1008,1061366
9781907708725,Swinging sixties,6.79,2,3,9,72368
9780744588828,Tales from Shakespeare,13.8,4,2,103,645309
9780233005348,Tanks,25,2,14,15,664457
9780857809889,Tasty treats 100 recipes,3.29,7,2,29,1352810
9781856699907,Tattoo time animal activities,4.13,8,2,1122,1647079
9781906761776,Teatime Treats,6.19,16,1,1133,78819
9781782430292,"Teddy bears,Tupperware & sweet fanny adams",7.03,5,0,7,1652140
9780753730300,Tell me about science,6.56,1,0,7,2762930
9780349143064,Terms and conditions,6.5,18,42,1134,26186
9781786271198,Terrific timelines Cars,6.79,6,1,1127,1770574
9781785941894,Test Match special quiz,15.8,3,6,1011,263578
9781785572746,The Beatles,10,2,0,6,2015801
9780007488841,The Planets,18.27,15,2763,2244,2164
9781910254523,The Pub,10.79,14,18,1268,17134
9781406339185,"The Romans, Gods, Emperors and dormice",8.8,6,3,13,400646
9781472936646,The Title story of First Division,6.94,24,5,1485,67732
9781780229362,The boys,5.88,15,5,1199,381363
9781788003070,This is the way we go to school,5.94,13,6,1021,319740
9781473843714,Thomas Telford,9.6,5,6,9,556682
9780603559945,Thomas press out model,4.98,5,3,15,1553061
9780603566363,Thomas story treasury,13.09,1,2,14,1163320
9781472942999,Thrive through Yoga,8.99,15,20,1227,168531
9781849310444,Timeline history middle ages,14.84,2,0,1000,4870439
9780750948456,Titanic story,4.65,21,1,1271,1734526
9781783123551,To the moon and back,8.67,5,3,2126,945176
9781912188031,Top speed cars,6.8,2,0,6,2000000
9781786178961,Tractor playpack,8.97,3,0,304,4954841
9780752461984,Tractor story,3.8,19,4,1163,242779
9781909313965,Traithlon,4.98,18,0,153,1354858
9780233005621,Treasures of British history,20,3,25,149,50303
9780571338931,Twelve Days of Christmas,7.79,15,19,1181,482672
9781409120100,Twelve babies on a bike,7.06,15,4,1125,207387
9781786178343,Ultimate guide SPACE,13.59,17,0,238,3309439
9781912295067,Unicorns and magical horses,5.36,14,1,3,3203903
9781911127222,Upcycling outdoors,8.79,20,29,1250,153987
9780746085462,Usborne first reader Frogs,8.79,1,0,2,2353348
9780746080559,Usborne story of Castle,4.99,11,25,2140,21194
9780752484600,VW Beetle story,4.88,10,4,267,189499
9780752462813,VW Camper story,4.9,18,27,279,357678
9781784881665,Vegan goodness feasts,7.09,23,18,438,414785
9781911632191,Vegan style,5,22,7,336,103244
9781782437635,Vegetable growing a money saving guide,4.98,11,5,1178,676831
9781784881856,Vegetarian party food,6.13,19,2,1084,749812
9781472307255,Vegetarian step by step,6.79,1,2,21,430508
9781844153190,Vetrans,4.79,18,2,35,718405
9781409599333,Victorian Fashion to Colour,4.55,1,1,52,765821
9780233004778,Victorian treasury,7.3,12,4,1181,442471
9781844838929,Vikings battle at the end of time,10.99,3,1,1001,1738476
9781783120468,Vikingworld,6.08,5,1,19,777379
9781847326218,Vintage Fashion knitwear,12.3,13,0,1112,1575449
9781910496909,Vintage Roses,12.79,20,12,1663,375690
9781446304419,Vintage fashion bible,10.64,5,11,130,439589
9781780973845,Vintage style,4.3,17,2,52,1535588
9781406365986,Voices from the second world war,8.46,21,2,1234,475389
9780750943994,Vulcan story,7.77,10,13,202,364860
9780241960653,War Memorial,5.27,4,2,259,889515
9780785819431,Water colour artist bible,15.84,4,0,4,1563247
9780007539383,Waterloo Bernard Cornwell,9.27,5,7,99,75882
9781607059974,We love to sew,4.78,4,3,11,1390679
9781782404880,Weather in 30 seconds,13.05,5,1,1,1908231
9781682971437,Weekendtivity,16.12,4,1,6,2218678
9780857201768,Weightwatchers book of recipes,4.83,2,1,10,325441
9780752461939,Wellington bomber story,6.09,15,2,215,415831
9781910551653,Welsh English Dialect,4.11,5,3,27,889252
9780785833246,What Star,16.93,3,0,3,2519036
9781509854042,What the ladybird heard next,5.42,16,597,1352,1731
9781783416615,What's in the box,10.01,5,0,3,1644933
9780857330413,When Cricket was cricket,18.83,2,1,15,1066653
9780857331830,When racing was racing,4.79,5,2,106,922444
9781786707628,Where are the Beatles book and jigsaw,10.79,3,4,103,737587
9781471161001,White Queen,5.79,4,6,36,988222
9781782190141,White boots and miniskirts,2.99,22,4,1495,387143
9781782090939,Wild nature animal giants,2.86,17,0,64,6018882
9781473655928,Wild signs and star paths,6,22,59,935,66476
9781849755740,Wine and food,16.29,4,3,18,1019243
9781597643269,Wolves portrait,5.86,5,0,99,3359364
9781789891164,Wonderful Words At Home,10.49,15,0,2222,2000000
9781789891171,Wonderful Words On the Farm,9.78,15,0,1486,2000000
9781789891157,Wonderful Words On the Go,9.78,15,0,1237,2000000
9781785578274,World ar War,12.99,1,1,2,1756816
9781786480828,World of Tides,7.54,12,10,1179,356891
9781445652061,World war I Fact book,12.99,3,0,1103,7299664
9781784289072,World war I poetry in slipcase,15.48,2,0,1001,4378455
9781844258437,World war II in cartoons,4.98,4,2,7,1592059
9781580134484,Wright brothers,6.23,3,0,1036,4812557
9781784408565,Ye olde sweet shop,3.8,8,2,134,1864103
9781925546118,Year in British wildlife,7.15,13,3,1068,659866
9781488909078,You can draw farm animals,4.99,5,1,142,2384733
9781887354974,Your country needs you,8.75,5,3,76,1039747
9781488939211,Zap Crystal world box set,6.79,8,2,155,1333991
9781488913990,Zap Extreme bouncy balls box set,9.57,3,2,75,1028966
9780349119526,Consider the Lobster,7.3,16,16,68,32818
9780349111117,Freedom in Exile Dalai Lama,7.49,12,21,1033,203205
9781472127860,Heads up my life story,11.49,12,18,1075,236454
9780349008943,Wind in my hair fight for freedom,7.7,7,18,1020,340281
9781780331102,Death of a liar,5.77,4,4,14,443129
9780749954970,A Woman unknown,7.06,4,34,1006,40894
9780263253443,Mind over matter,8.78,2,2,9,583810
9781788639682,New beginnings at Glendale hall,5.99,11,8,1255,177127
9781849014991,Gently by the shore,4.93,10,6,1011,552845
9780857385772,America's mistress Eartha Kitt,7.49,3,5,10,133643
9781592334414,Complete guide to Vegan food substitutions,9.89,9,4,1289,522664
9781445482804,Beginners step by step cook,11.99,1,4,14,338251
9780711239753,Island gardens,15.58,17,15,168,267665
9780711239746,Urban rambles,12.54,18,18,1100,186249
9781905959945,The Beatles I was There,13.59,6,3,141,629510
9780857832573,Camping cookbook,8.99,1,4,1,547002
9780857830692,Chickens,14.99,2,28,1003,88685
9781452125978,50 Ways to wear a scarf,7.99,19,22,142,127314
9781787132566,Crafted,10.8,17,12,130,324374
9781633220881,ART OF PAINTING SEA LIFE IN WATERCOLOUR,14.99,3,5,15,169488
9781781311868,BREW BRITANNIA,9.99,1,3,2,191830
9781910851050,"CHICKEN THAT HATCHED A COW, THE",7.06,1,82,6,231747
9781471159244,"GAMEKEEPER, THE",9.78,2,6,7,168597
9780241248386,"LUNCHBOX BOOK, THE",12.64,0,9,9,211531
9781840924077,"PASTA MACHINE COOKBOOK,THE",10.1,3,8,22,160917
9781788700290,ROGER DALTREY:MY STORY,14.99,4,6,57,105517
9781788400275,SEX PISTOLS:THE BOLLOCK DIARIES,23.09,2,16,24,210152
9781909342804,SHED DECOR,20.8,1,9,15,98326
9781840116472,SOMETIMES,15.26,1,2,1,113913
9780751550719,The Darkest Secret,7.06,3,18,13,197587
9780760355435,ULT EX:MYTHOLOGICAL BEASTS,16.03,2,6,11,178379
9780008300098,From Russia with Blood: Putins Ruthless Killing Campaign and Secret War on the West,8.19,20,33,2152,57105
9781471197772,Dandelion,7.99,15,26,368,65225
9781398502147,The Decameron Project: 29 New Stories from the Pandemic,10.25,10,8,1259,185391
9781529064063,Uncomfortable Conversations with a Black Man,12.18,16,24,1653,66824
9780091900304,The Law Of The Playground: A puerile and disturbing dictionary of playground insults and games,6.02,4,5,50,443527
9781783782314,The Godless Gospel: Was Jesus A Great Moral Teacher?,12.17,16,25,230,178265
9781782099697,Junior Encyclopedia,11.99,3,9,50,318055
9781472124661,Death of a Liar (Hamish Macbeth),6.99,18,5,154,189898
9780749574833,50 Walks in The Lake District (AA 50 Walks series),6.99,4,8,106,179943
9781786310378,Walking the Lake District Fells - Keswick: Skiddaw,10.82,14,39,250,46626
9780752465623,Sailors in the Dock: Naval Courts Martial Down the Centuries [Hardcover] Peter C. Smith,6.98,10,1,114,1706486
9780752437507,Wembley Speedway: The Pre-War Years [Paperback] Lipscombe,7.19,6,2,74,1004780
9780745332765,The Making and Unmaking of a Zionist: A Personal and Political Journey [Hardcover] Antony Lerman,7.69,12,3,122,793803
9781781574249,National Gallery Dot-To-Dot: Great Paintings [Paperback] National Gallery and Protopapa,7.99,2,3,6,655550
9781409354673,Knowledge Encyclopedia Dinosaur!: Over 60 Prehistoric Creatures as Youve Never Seen Them Before,11.79,4,18,106,155780
9780701188108,Memoirs Of A Pet Lamb,8.99,2,1,109,7701566
9781852849566,Outdoor Adventures with Children - Lake District: 40 family days with under 12s exploring,9.63,13,38,192,34889
9781852849016,Walking in Cumbrias Eden Valley: 30 walks between the Yorkshire Dales and the Solway salt marshes,9.59,15,39,1130,35107
9781911445203,The Tinfish Run: 1 (The Tinfish Series) Bassett,7.99,5,2,108,911535
9781852847784,Cycling in the Lake District: Week-Long Tours and Day Rides (Cycling and Cycle Touring Guides) (Cicerone Cycling Guides),10.89,17,16,179,115895
9781786310354,Walking the Lake District Fells - Mardale and the Far East: High Street and Kentmere (British Mountains),10.76,15,24,264,100199
9780091953638,Ex-Patriots (Ex-Heroes) [Paperback] Clines,6.99,3,4,7,632143
9780352347268,Undone (Black Lace) [Paperback] Lloyd,6.99,10,2,224,666649
9780349418025,An Easy Death: the Gunnie Rose series [Paperback] Harris,6.99,16,8,1215,192273
9781901250541,The Science of Love [Paperback] Wilson,7.99,1,1,5,1178420
9781786310323,Walking the Lake District Fells - Langdale: The Langdale Pikes and Bowfell (British Mountains),10.89,15,37,1181,64521
9781842706985,Whos in the Loo?,5.94,13,41,1079,21936
9781786310347,Walking the Lake District Fells - Patterdale: Helvellyn,10.89,15,32,124,65825
9780192727138,The Fish Who Could Wish,5.94,12,32,162,41297
9781786310361,Walking in the Lake District Fells,10.89,16,30,292,78343
9781846866203,Animal Boogie,6.6,16,42,1122,14766
9780857074478,Supertato,5.94,13,4121,2065,626
9781782194231,Chloe Sims The Only Way Is Up My Story,6.58,3,10,55,260723
9780091953362,A Christmas Wish,6.99,8,10,50,467557
9780007299157,Consumed,8.99,15,5,50,516917
9780992872885,The Curious Tale of Fi-Rex,7.99,3,2,101,837627
9780099551058,Dead Set (DI January David),6.8,5,3,1015,604197
9781844008148,Decorating with Laurence Llewelyn-Bowen,11.77,5,6,39,605272
9781843175780,The Devils Graveyard,7.99,2,6,1002,419474
9780571243037,Different drummer: the life of Kenneth MacMillan,11.97,11,6,1099,416141
9780749717551,Falling into Glory,7.79,3,1,64,1342634
9780745333625,The Financial Crisis and the Global South: A Development Perspective,17.98,7,1,55,2013427
9780099575757,The Fun Stuff and Other Essays,7.46,10,8,136,449970
9781408830369,Golden Scales (Makana Mystery),8.99,21,3,1189,355701
9780857532701,Happily Never After,6.19,3,1,50,785723
9781845076085,Out of the Dust,7.99,2,6,50,529872
9780720612318,Paul & Virginia,7.4,11,4,1225,687092
9781910884027,Dreamy Me (The Me Me Mes),6.24,2,1,50,817819
9780755334858,Tilly Trotter Wed,6.97,2,3,50,373844
9781789090857,Dark Vault,6.54,20,10,1134,141954
9781910500873,Disputed Earth: Geology and Trench Warfare on the Western Front 1914Ð18,12.16,4,5,50,563892
9781785653575,Exiles Of Valdemar Valdemar Omnibus,7.06,16,2,238,417715
9781910620274,Geis II: A Game Without Rules,8.11,15,7,191,362565
9780571290017,Madame Zero,9.22,5,15,110,243337
9781472520692,Williams Plays: 4: Sucker Punch,9.9,8,4,1216,428770
9781785658631,Vengeful,8.15,20,31,242,32862
9780701173340,Memoirs of a Pet Lamb,11.75,1,1,1009,7383376
9781905411443,Motherwell FC Miscellany: Steelmen Trivia,7.77,2,7,50,590826
9780753512104,Peter Alliss Golf Heroes,6.68,3,10,75,507961
9781848890343,Privilege & Poverty: The Life and Times of Irish Painter and Naturalist Alexander Williams,11.4,5,3,50,1077624
9780713664102,Robert Stewart : Design 1946-1995,22.33,2,3,105,863818
9781631590603,Rubber Band Glam: A Rainbow of Dazzling Beaded Designs for Bracelets,6.82,5,2,50,1608622
9780708320310,Cornwall: A Concise History (Histories of Europe),6.98,4,2,50,917178
9780571226252,Digital Filmmaking,5.56,7,3,160,559910
9780745327846,The European Union and Turkish Accession: Human Rights and the Kurds,17.55,5,1,1011,2916349
9781848509450,Everything Ive Ever Learned about Change. Lesley Garner,5.3,2,1,50,502246
9781905736324,High Tea in Mosul: The true story of two Englishwomen in war-torn Iraq,6.88,1,2,50,1502675
9781845029890,Tales from the Dugout,7.63,12,5,70,471277
9781788885225,Artists Materials,8.72,21,2,1244,867718
9781789500066,The Battle of the Bulge: The Allies Greatest Conflict on the Western Front,7.57,20,4,1137,365577
9789887774648,Camo Mania: New Disruptive Patterns in Design,11.14,12,2,1136,850508
9781785905209,Critical Times,7.04,21,20,1393,206469
9781445686561,The Defeat of the Luftwaffe: The Eastern Front 1941-45,6.92,12,1,1281,1099946
9781445675602,Der Kapitan : U-Boat Ace Hans Rose,8.3,11,1,2355,1115054
9781788284806,Drawing Figures,7.79,17,3,1239,429080
9781445664927,Dundee in 50 Buildings,10.6,13,2,1023,708478
9781784287597,Felt Decorations,7.79,15,3,1114,254449
9781788883948,Get Creative!: Unleash Your Inner Artist,9.86,4,1,50,3198743
9781788280853,The Ghost Army,7.05,14,4,1212,503367
9781849393843,The Great Sheep Shenanigans,5.99,12,18,1281,132246
9781783447329,Hampstead the Hamster,5.95,19,16,1186,236651
9781445676067,Historic England: Bath: Unique Images from the Archives of Historic England,9.3,9,1,1626,2138726
9781785900624,How to Be a Government Whip,7.78,12,3,327,530385
9781785902192,How To Be A Police Officer,7.99,17,29,256,163978
9781784046576,Inspiring Zentangle Projects,8.2,16,5,52,364962
9781789509649,Life Under Nazi Occupation,7.75,13,4,1230,904603
9781842709481,Millies Marvellous Hat,6.46,20,15,146,160321
9781848684584,Norwich Through Time,10.46,10,2,50,662909
9781445664064,Portsmouth in 50 Buildings,14.18,3,4,50,671424
9781783444199,The Prince and the Porker,5.99,17,6,310,395373
9781785901270,The New Philistines (Provocations),6.99,14,6,172,194264
9781445690285,The Real Vampires: Death,14.01,13,2,2705,992855
9781783445394,Red Riding Hood,5.86,16,5,1339,385096
9781842709016,The Snow Queen,6.49,14,27,183,204065
9781783440788,The Spring Rabbit,6.06,13,3,1001,265350
9781848585409,Street Art: From Around the World,7.29,24,41,1164,86430
9781842700839,War and Peas,5.8,7,15,50,237095
9781783445455,The Worlds Laziest Duck: And Other Amazing Records,5.94,17,3,1083,374111
9780224075107,Jacobs Beach: The Mob,8.26,3,2,50,763266
9781592539246,20 Ways to Draw a Doodle and 44 Other Zigzags,8.08,4,6,50,326136
9781845436025,Animal Knits for Kids,9.22,2,1,50,727217
9781405394338,Britain from Above: Month by Month,8.95,7,1,50,721941
9781445661643,Her Finest Hour: The Heroic Life of Diana Rowden,12.75,5,2,50,522221
9780008193492,In the Darkroom,13.07,6,2,50,897921
9780752424125,Leyton Orient Football Club (The Men Who Made),12.58,4,4,1004,599732
9780857687753,Harry Potter Page to Screen: The Complete Filmmaking Journey,17.5,14,10,50,203552
9781782438120,Red Glory: Manchester United and Me,9.62,7,11,52,255150
9781781311479,Runner: A short story about a long run,7.01,2,11,50,250651
9781910254479,Upcycling: 20 Creative Projects Made from Reclaimed Materials,10.14,18,43,1154,84974
9780230748088,The End of the Cold War: 1985-1991,14.99,5,7,50,350243
9781909178700,Grobar: Partizan Pleasure,11.13,4,2,50,443921
9781849499583,Ice Kitchen Poptails: 50 Sensationally Intoxicating Cocktail Lollies,11.65,1,8,50,407118
9781576878606,Jonathan Olivares Selected Works,19.95,5,1,50,979357
9780091954239,King John: Treachery,10.49,6,22,50,170576
9780750967297,The Kitchener Enigma: The Life and Death of Lord Kitchener of Khartoum,10.79,5,7,110,459651
9781785904882,Punch & Judy Politics: An Insiders Guide to Prime Ministers Questions,6.79,13,25,248,177600
9780711033429,Tunnel Vision,14.11,3,1,50,1021034
9781909399402,Weekly World News,18,3,2,106,690602
9781849904322,Easy Cook Express: Over 100 Quick Recipes for Busy People,8.31,1,2,50,421835
9781847737526,Fun with Stitching: 35 Cute Sewing Projects to Turn Everyday Items into Works of Art,11.12,2,1,50,708549
9780857331816,When Football Was Football: Southampton: A Nostalgic Look at a Century of the Club,11.71,3,3,98,349128
9780006550167,Georgiana Duchess of Devonshire,11.31,14,34,1505,120995
9781847809476,Sticker Art Woodland,9.34,2,1,50,1070059
9781911171423,Under the Canopy: Trees Around the World,11.99,18,27,1158,222057
9781631061165,Never Quit Drawing: Sketch Your Way to an Everyday Art Habit,8.03,6,1,50,900358
9780571307883,Kitchen Disco,5.94,19,60,1360,3934
9781786310316,Walking the Lake District Fells - Wasdale: The Scafells,9.62,15,40,1166,40374
9780349418032,An Easy Death: the Gunnie Rose series ,6.99,16,8,1215,192273
